LotFrontage,LotArea,Street,Alley,LotShape,Condition1,Condition2,OverallQual,RoofStyle,RoofMatl,MasVnrArea,ExterQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,3SsnPorch,MiscFeature,SaleType,Neighborhood,PoolQC,KitchenQual,Utilities,SalePrice
70,8750,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,880,Ex,Y,1716,0,2,1,7,1,2,Y,0,120,0,NA,WD,CollgCr,NA,Gd,AllPub,191000
80,11600,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,700,Ex,Y,1180,0,1,0,5,1,1,Y,0,0,0,NA,WD,Crawfor,NA,Fa,AllPub,137500
63,11426,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,1362,Ex,Y,2082,0,2,1,6,0,2,N,280,238,0,NA,WD,OldTown,NA,Gd,AllPub,200000
67,10656,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,274,Gd,Av,1638,Ex,Y,1646,0,2,0,6,1,3,Y,192,80,0,NA,New,Timber,NA,Gd,AllPub,248900
75,9750,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,171,Gd,No,1630,Ex,Y,1630,0,2,0,6,1,2,Y,74,234,0,NA,WD,CollgCr,NA,Gd,AllPub,213000
64,5587,Pave,NaN,IR1,Norm,Norm,8,Hip,CompShg,186,Ex,Gd,1600,Ex,Y,1652,1,2,0,5,1,2,Y,162,53,153,NA,New,Crawfor,NA,Gd,AllPub,392500
40,4280,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,440,TA,N,694,0,1,0,4,1,1,P,0,0,0,NA,WD,Crawfor,NA,Gd,AllPub,90350
24,2280,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,855,Fa,Y,1456,0,2,1,7,1,2,Y,26,0,0,NA,WD,NPkVill,NA,TA,AllPub,146000
60,7200,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,NA,0,TA,Y,1040,0,1,0,4,0,2,Y,0,29,0,NA,WD,NWAmes,NA,TA,AllPub,109900
59,9587,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,182,Gd,Gd,856,Ex,Y,1166,1,2,0,5,0,2,Y,212,0,0,NA,WD,Gilbert,NA,Gd,AllPub,190000
80,14000,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,1092,Ex,Y,1152,0,1,0,6,1,1,Y,0,36,0,NA,WD,Crawfor,NA,Gd,AllPub,158500
21,1680,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,604,TA,No,483,TA,Y,987,0,1,1,5,0,1,Y,0,0,0,NA,WD,BrDale,NA,TA,AllPub,89500
81,15593,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,1304,TA,Y,2287,0,2,0,7,1,2,Y,0,21,0,NA,WD,ClearCr,NA,TA,AllPub,225000
75,7862,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,Gd,No,1218,Ex,Y,1218,0,2,0,4,0,2,Y,0,102,0,NA,New,Somerst,NA,Gd,AllPub,208300
-1,8544,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,No,1228,Gd,Y,1228,0,1,1,6,0,1,Y,0,65,0,NA,WD,Sawyer,NA,Gd,AllPub,149350
85,11924,Pave,NaN,IR1,Norm,Norm,9,Hip,CompShg,286,Ex,No,1175,Ex,Y,2324,1,3,0,11,2,3,Y,147,21,0,NA,New,NridgHt,NA,Ex,AllPub,345000
65,25095,Pave,NaN,IR1,Norm,Norm,5,Flat,Tar&Grv,0,TA,Gd,1437,Ex,Y,1473,2,1,0,5,2,1,Y,0,48,0,NA,WD,ClearCr,NA,Ex,AllPub,143000
60,7879,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,720,TA,N,720,0,1,0,4,0,0,N,0,523,0,NA,WD,IDOTRR,NA,TA,AllPub,34900
70,10500,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,864,TA,Y,864,0,1,0,5,1,0,Y,0,0,0,NA,ConLI,NWAmes,NA,TA,AllPub,115000
75,9000,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,0,Gd,Av,1184,Ex,Y,2610,0,2,1,11,1,2,Y,208,364,0,NA,New,Somerst,NA,Ex,AllPub,303477
57,7449,Pave,Grvl,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,637,Ex,Y,1108,0,1,0,6,1,1,N,0,0,0,NA,WD,IDOTRR,NA,Gd,AllPub,139400
59,11228,Pave,NaN,IR2,Norm,Norm,7,Gable,CompShg,0,Gd,No,1080,Ex,Y,2097,0,2,1,9,1,3,Y,196,187,0,NA,WD,SawyerW,NA,Gd,AllPub,228000
50,8012,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,923,TA,Y,923,0,2,0,5,1,1,Y,80,0,0,NA,WD,SawyerW,NA,TA,AllPub,143000
71,8197,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,148,TA,No,660,Ex,Y,1285,0,1,1,7,1,2,Y,138,0,0,NA,WD,Sawyer,NA,TA,AllPub,143500
60,9600,Pave,Grvl,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,264,Ex,Y,1432,0,2,0,7,0,2,Y,270,0,0,NA,WD,OldTown,NA,TA,AllPub,132000
60,7200,Pave,Pave,Reg,Norm,Norm,6,Gable,CompShg,68,Gd,No,1262,Gd,Y,1262,0,2,0,5,0,2,Y,0,120,0,NA,New,Somerst,NA,Gd,AllPub,185000
24,1300,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,561,TA,Y,1229,0,1,1,5,1,2,Y,150,0,0,NA,WD,Blueste,NA,TA,AllPub,124000
-1,9130,Pave,NaN,Reg,Feedr,Norm,6,Hip,CompShg,252,TA,No,800,Gd,Y,1632,0,1,1,7,0,2,Y,0,40,0,NA,WD,NWAmes,NA,Gd,AllPub,173000
89,10991,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,80,Gd,Gd,1571,Ex,Y,1571,0,2,0,7,1,3,Y,100,36,0,NA,New,Timber,NA,Gd,AllPub,239000
65,8450,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,108,TA,No,1349,Ex,Y,1349,0,2,0,6,0,2,Y,120,55,0,NA,WD,SawyerW,NA,TA,AllPub,179000
-1,9000,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1006,TA,Y,1006,0,1,0,5,0,0,Y,0,24,0,NA,WD,Sawyer,NA,TA,AllPub,80000
64,7301,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,500,Gd,NA,0,Ex,Y,1922,0,3,0,7,1,2,Y,0,0,0,NA,ConLD,Edwards,NA,Gd,AllPub,198500
-1,13006,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,285,TA,No,964,Gd,Y,2236,0,2,1,8,1,2,Y,0,0,0,NA,WD,Gilbert,NA,Gd,AllPub,222000
70,7945,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1150,Ex,Y,1150,1,1,0,6,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,141000
55,8800,Pave,Grvl,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,576,Gd,Y,1140,0,1,0,7,0,0,N,0,160,0,NA,WD,OldTown,NA,TA,AllPub,96500
-1,12936,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,TA,No,723,TA,Y,1395,0,1,1,6,1,2,Y,294,116,0,NA,WD,NWAmes,NA,TA,AllPub,162000
34,4571,Pave,Grvl,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,624,Fa,N,1344,0,1,0,7,0,3,Y,0,0,0,NA,COD,OldTown,NA,TA,AllPub,98000
70,8294,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,858,TA,Y,872,0,1,0,5,0,4,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,123000
90,17217,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1140,Ex,Y,1140,0,1,0,6,0,0,Y,36,56,0,NA,WD,Mitchel,NA,TA,AllPub,84500
70,8750,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,116,TA,No,804,Ex,Y,1682,0,2,1,7,0,2,Y,0,77,0,NA,WD,CollgCr,NA,Gd,AllPub,200500
50,9000,Pave,NaN,Reg,Norm,Norm,2,Gable,CompShg,0,TA,Av,480,TA,N,480,1,0,0,4,0,1,Y,0,0,0,NA,WD,IDOTRR,NA,TA,AllPub,35311
75,7875,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,136,TA,No,1144,Gd,Y,1144,1,1,0,6,0,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,139950
85,10800,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,100,Gd,No,1034,Ex,Y,2078,1,2,1,8,1,3,Y,0,102,0,NA,New,Somerst,NA,Ex,AllPub,339750
64,6762,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,108,Gd,No,1208,Ex,Y,1208,1,2,0,6,0,2,Y,105,54,0,NA,New,CollgCr,NA,Gd,AllPub,195400
150,215245,Pave,NaN,IR3,Norm,Norm,7,Hip,CompShg,0,TA,Gd,2136,TA,Y,2036,2,2,0,8,2,2,Y,0,0,0,NA,WD,Timber,NA,TA,AllPub,375000
91,14145,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,Mn,1208,Ex,Y,1621,1,2,0,8,0,2,Y,108,45,0,Shed,WD,NWAmes,NA,Gd,AllPub,202500
-1,14364,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,128,Gd,Gd,1157,Ex,Y,2062,1,2,1,7,1,2,Y,60,55,0,NA,WD,SawyerW,NA,TA,AllPub,277000
-1,11400,Pave,NaN,Reg,Norm,Norm,10,Hip,CompShg,705,Ex,Gd,2633,Ex,Y,2633,1,2,1,8,2,3,Y,314,140,0,NA,WD,NoRidge,NA,Ex,AllPub,466500
-1,5062,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,Mn,1190,Gd,Y,2090,1,2,0,6,1,2,Y,219,0,0,NA,WD,StoneBr,NA,Gd,AllPub,207500
60,7200,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,803,Ex,Y,1360,0,1,1,6,0,1,Y,0,65,0,NA,WD,IDOTRR,NA,Gd,AllPub,125500
77,8335,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,NA,0,Gd,Y,1124,0,1,0,5,1,0,N,0,36,0,NA,WD,Edwards,NA,TA,AllPub,93000
75,7388,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1063,Gd,Y,1327,1,1,0,7,0,2,Y,0,0,0,NA,WD,NWAmes,NA,Gd,AllPub,150750
70,11207,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,TA,Av,802,Gd,Y,1511,1,2,1,8,1,2,Y,95,75,0,NA,WD,Gilbert,NA,TA,AllPub,185000
71,7056,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,415,TA,No,780,TA,Y,1796,1,1,1,8,1,2,Y,0,50,0,NA,WD,NWAmes,NA,TA,AllPub,140000
60,7200,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,0,TA,NA,0,TA,Y,1040,0,1,0,5,0,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,109500
80,9760,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,360,TA,Gd,780,TA,Y,1611,1,1,1,7,0,2,Y,328,128,0,NA,WD,NWAmes,NA,TA,AllPub,167900
-1,15611,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,Av,1126,TA,Y,1126,0,2,0,6,0,2,Y,180,0,0,NA,WD,NWAmes,NA,Ex,AllPub,175000
50,8012,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,Gd,No,1575,Gd,Y,1575,1,2,0,5,0,2,Y,0,0,0,NA,WD,SawyerW,NA,Gd,AllPub,179200
21,1680,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,281,TA,No,672,Gd,Y,1218,0,1,1,7,0,1,Y,0,28,0,NA,WD,BrDale,NA,TA,AllPub,118000
60,21930,Pave,NaN,IR3,RRAn,Norm,5,Gable,CompShg,0,Gd,Av,732,Ex,Y,1838,0,2,1,7,1,2,Y,100,40,0,NA,WD,Gilbert,NA,TA,AllPub,192140
55,10267,Pave,NaN,Reg,RRAn,Norm,6,Gable,CompShg,0,TA,Mn,816,Ex,Y,838,1,1,0,5,0,1,N,0,0,0,NA,WD,BrkSide,NA,Fa,AllPub,130000
-1,12155,Pave,NaN,IR3,PosN,Norm,6,Gable,CompShg,0,TA,No,1657,Gd,Y,1657,0,2,0,7,1,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,163500
44,9548,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,223,Gd,No,941,Ex,Y,1829,1,2,1,7,1,2,Y,192,39,0,NA,WD,CollgCr,NA,Gd,AllPub,237000
108,13418,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,132,Gd,Av,1117,Ex,Y,2452,0,3,1,9,1,3,Y,113,32,0,NA,WD,NridgHt,NA,Gd,AllPub,309000
-1,16647,Pave,NaN,IR1,RRAe,Norm,5,Gable,CompShg,0,TA,Gd,1390,TA,Y,1701,1,2,0,6,2,2,Y,0,0,0,NA,WD,Sawyer,NA,TA,AllPub,171000
-1,9505,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,180,Gd,No,884,Ex,Y,2035,0,2,1,8,1,2,Y,144,48,0,NA,WD,Gilbert,NA,Gd,AllPub,222500
63,13072,Pave,NaN,Reg,RRAe,Norm,6,Gable,CompShg,0,TA,No,1158,Ex,Y,1158,1,1,1,5,0,2,Y,0,50,0,NA,New,SawyerW,NA,Gd,AllPub,158000
-1,17140,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,1134,Ex,Y,1229,0,1,0,6,0,1,Y,0,0,0,NA,WD,Edwards,NA,TA,AllPub,135000
-1,3696,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,0,Gd,No,1074,Ex,Y,1088,0,1,1,5,0,2,Y,0,74,0,NA,WD,StoneBr,NA,Gd,AllPub,170000
60,11100,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,NA,0,Ex,Y,930,0,1,0,6,0,1,Y,0,0,0,NA,WD,Edwards,NA,Gd,AllPub,84900
-1,9453,Pave,NaN,IR1,RRNe,Norm,7,Gable,CompShg,0,Gd,No,996,Ex,Y,1744,0,2,1,7,0,2,Y,370,70,238,NA,WD,SawyerW,NA,Gd,AllPub,194500
-1,11500,Pave,NaN,IR1,Feedr,RRAn,5,Gable,CompShg,164,TA,No,1680,Fa,Y,1680,0,2,0,8,0,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,136905
60,9120,Pave,Pave,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,1026,Ex,Y,1820,1,2,0,8,0,1,N,0,100,0,NA,WD,BrkSide,NA,TA,AllPub,184000
79,10634,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,608,TA,Y,1319,1,1,0,5,0,1,Y,66,0,0,NA,WD,NWAmes,NA,TA,AllPub,123000
60,8520,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,624,Gd,Y,720,0,1,0,5,0,2,Y,106,0,0,NA,WD,OldTown,NA,TA,AllPub,105900
103,11175,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,Av,1316,Ex,Y,1316,0,2,0,6,1,2,Y,0,20,0,NA,New,CollgCr,NA,Gd,AllPub,200141
70,8445,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,Av,768,TA,Y,768,1,1,0,5,0,2,Y,58,0,0,NA,WD,CollgCr,NA,TA,AllPub,133000
70,10552,Pave,NaN,IR1,Norm,Norm,5,Hip,CompShg,0,TA,No,1398,Gd,Y,1700,0,1,1,6,1,2,Y,0,38,0,NA,WD,NWAmes,NA,Gd,AllPub,165500
53,5362,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,661,Ex,Y,1250,0,2,0,8,1,2,Y,242,0,0,NA,WD,Crawfor,NA,TA,AllPub,139000
73,7100,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,No,816,TA,Y,816,1,1,0,5,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,129900
-1,11029,Pave,NaN,IR1,PosA,Norm,6,Gable,CompShg,220,TA,Mn,1054,TA,Y,2654,1,2,1,9,1,2,Y,0,65,0,NA,WD,NWAmes,NA,Gd,AllPub,250000
85,11475,Pave,NaN,Reg,RRAn,Norm,6,Gable,CompShg,0,TA,No,713,TA,Y,1552,1,2,1,6,1,2,Y,209,208,0,NA,WD,NWAmes,NA,TA,AllPub,179900
80,10400,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,288,TA,No,732,Gd,Y,1790,1,1,2,8,1,2,Y,148,0,0,NA,WD,NWAmes,NA,TA,AllPub,165150
37,4435,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,170,Gd,Av,848,Ex,Y,848,1,1,0,3,0,2,Y,140,0,0,NA,WD,CollgCr,NA,Gd,AllPub,136500
-1,12513,Pave,NaN,IR1,Feedr,Norm,4,Gable,CompShg,0,TA,No,715,Gd,Y,1738,0,2,0,7,1,1,Y,55,0,0,NA,WD,NWAmes,NA,TA,AllPub,104900
54,6629,Pave,NaN,Reg,Artery,Norm,6,Gambrel,CompShg,0,TA,No,672,TA,N,1369,1,2,0,6,0,1,Y,147,0,0,NA,WD,Edwards,NA,TA,AllPub,103600
-1,11250,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,Gd,No,1208,TA,Y,1208,1,1,1,6,1,2,Y,198,42,0,NA,WD,Veenker,NA,TA,AllPub,165000
60,10800,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,954,TA,N,2414,0,2,0,10,1,2,N,142,0,0,NA,ConLD,OldTown,NA,TA,AllPub,160000
107,13891,Pave,NaN,Reg,Norm,Norm,10,Gable,CompShg,NaN,Ex,Gd,2076,Ex,Y,2076,1,2,1,7,1,3,Y,216,229,0,NA,New,NridgHt,NA,Ex,AllPub,465000
62,7500,Pave,Pave,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,1221,Ex,Y,1221,1,2,0,6,0,2,Y,0,113,0,NA,WD,Somerst,NA,Gd,AllPub,185000
84,12615,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,Av,1202,TA,Y,2158,1,2,0,7,1,2,Y,0,29,0,NA,WD,Edwards,NA,Gd,AllPub,243000
88,10994,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,366,Gd,No,1844,Ex,Y,1844,1,2,0,7,1,2,Y,165,44,0,NA,COD,SawyerW,NA,Gd,AllPub,257000
91,14303,Pave,NaN,IR1,Norm,Norm,8,Hip,CompShg,554,Gd,Gd,1986,Ex,Y,1987,1,2,0,7,1,2,Y,262,36,0,NA,WD,NoRidge,NA,Gd,AllPub,301500
21,1680,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,297,TA,No,483,TA,Y,987,0,1,1,5,1,1,Y,0,0,0,NA,WD,BrDale,NA,TA,AllPub,94500
65,7800,Pave,NaN,Reg,Artery,Norm,5,Gable,CompShg,0,TA,Mn,793,TA,Y,1118,1,1,0,5,1,2,Y,0,0,0,NA,WD,OldTown,NA,TA,AllPub,119900
53,3922,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,72,Gd,Av,1258,Ex,Y,1258,0,2,0,6,1,3,Y,144,16,0,NA,New,Blmngtn,NA,Gd,AllPub,172500
79,8910,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,0,TA,Mn,655,Ex,Y,1194,0,1,0,6,1,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,159500
74,8556,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,Av,1240,Ex,Y,1240,0,2,0,5,0,3,Y,140,93,0,NA,WD,CollgCr,NA,Gd,AllPub,194000
75,10125,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,NA,0,TA,Y,1734,0,2,0,8,0,2,Y,0,0,0,NA,COD,Mitchel,NA,Gd,AllPub,126000
74,10206,Pave,NaN,Reg,Norm,Norm,3,Flat,Tar&Grv,0,TA,NA,0,Fa,N,944,0,1,0,4,0,2,Y,0,0,0,NA,WD,Edwards,NA,Fa,AllPub,82000
63,8500,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,106,Gd,Av,1422,Ex,Y,1422,0,2,0,7,0,2,Y,192,60,0,NA,WD,CollgCr,NA,Gd,AllPub,179600
57,8924,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,TA,Av,880,Ex,Y,1724,0,2,1,8,0,2,Y,120,155,0,NA,WD,CollgCr,NA,Gd,AllPub,188000
50,9340,Pave,NaN,Reg,Norm,Norm,4,Hip,CompShg,0,TA,No,672,TA,Y,672,1,1,0,4,0,1,N,0,113,0,NA,WD,Edwards,NA,TA,AllPub,113000
71,9187,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,1084,TA,Y,1080,0,1,1,5,0,2,Y,120,0,0,NA,WD,Mitchel,NA,TA,AllPub,134000
-1,9125,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,170,TA,No,384,Gd,Y,1482,0,2,1,7,1,2,Y,100,25,0,NA,WD,Gilbert,NA,Gd,AllPub,163900
70,8521,Pave,NaN,Reg,Feedr,Norm,5,Gable,CompShg,0,TA,No,912,TA,Y,912,0,1,0,5,1,1,Y,0,0,0,NA,WD,Sawyer,NA,TA,AllPub,125000
-1,17600,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,30,TA,No,1478,Ex,Y,1478,1,2,0,6,2,2,Y,0,40,0,NA,WD,NWAmes,NA,TA,AllPub,157500
-1,6853,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,136,Gd,No,1267,Ex,Y,1296,1,2,0,6,0,2,Y,192,25,0,NA,WD,Timber,NA,Gd,AllPub,220000
50,5784,Pave,NaN,Reg,Artery,Norm,5,Gable,CompShg,0,TA,No,190,Gd,Y,886,0,1,0,4,0,1,Y,144,20,0,NA,WD,OldTown,NA,TA,AllPub,91300
24,2289,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,855,TA,Y,1441,0,2,1,7,1,2,Y,28,0,0,NA,WD,NPkVill,NA,TA,AllPub,148500
60,6882,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,684,TA,Y,1355,0,1,1,7,0,0,Y,136,0,0,NA,WD,IDOTRR,NA,Gd,AllPub,127000
-1,8795,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,No,952,Ex,Y,2256,0,2,1,8,1,2,Y,224,54,0,NA,WD,Gilbert,NA,Gd,AllPub,236000
-1,7162,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,41,TA,No,876,TA,Y,904,0,1,0,6,0,1,Y,0,0,0,NA,WD,Sawyer,NA,TA,AllPub,109900
60,8089,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,0,Gd,Av,1419,Ex,Y,1419,1,2,0,7,1,2,Y,140,0,0,NA,New,StoneBr,NA,Gd,AllPub,392000
59,11796,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,Av,847,Ex,Y,1959,0,2,1,8,1,2,Y,100,48,0,NA,WD,Gilbert,NA,Gd,AllPub,215000
63,9297,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1728,TA,Y,1728,2,2,0,8,0,2,Y,0,0,0,NA,WD,Mitchel,NA,TA,AllPub,188000
74,10141,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,40,TA,No,832,Gd,Y,1718,0,2,1,7,1,2,Y,0,94,0,NA,WD,Gilbert,NA,TA,AllPub,185000
80,8800,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,425,TA,No,1251,TA,Y,1251,1,1,0,6,2,1,Y,0,116,0,Shed,WD,NWAmes,NA,TA,AllPub,160000
120,9560,Pave,NaN,IR1,Norm,Norm,5,Hip,CompShg,0,TA,Mn,864,Ex,Y,864,0,1,0,5,0,1,Y,0,0,0,NA,WD,CollgCr,NA,TA,AllPub,128500
80,9938,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,246,Gd,No,1050,Ex,Y,1949,1,2,1,8,1,2,Y,156,90,0,NA,WD,SawyerW,NA,Gd,AllPub,236000
49,8235,Pave,NaN,IR1,Feedr,RRNn,5,Gable,CompShg,0,TA,No,825,TA,Y,825,1,1,0,4,0,2,Y,140,50,0,NA,WD,OldTown,NA,TA,AllPub,125000
60,13515,Pave,Pave,Reg,Norm,Norm,6,Gambrel,CompShg,0,TA,No,764,Ex,Y,1824,0,1,0,8,1,2,N,0,0,0,NA,WD,BrkSide,NA,TA,AllPub,180500
80,10400,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,TA,Av,866,Ex,Y,1779,0,2,1,6,0,2,Y,198,36,0,NA,WD,CollgCr,NA,Gd,AllPub,197900
104,13518,Pave,NaN,Reg,Norm,Norm,9,Hip,CompShg,860,Ex,No,1926,Ex,Y,3140,0,3,1,11,2,3,Y,144,78,0,NA,New,NridgHt,NA,Ex,AllPub,485000
73,9590,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,442,Gd,Av,868,Ex,Y,1146,1,2,0,6,1,2,Y,160,22,0,NA,WD,Timber,NA,Gd,AllPub,187500
-1,8121,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,TA,No,953,Ex,Y,1664,0,2,1,7,1,2,Y,100,40,0,NA,WD,Gilbert,NA,TA,AllPub,172400
80,11316,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,44,Gd,No,817,Ex,Y,1894,1,2,1,8,1,2,Y,0,40,0,NA,WD,Timber,NA,Gd,AllPub,214900
87,11146,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,250,Gd,Av,1709,Ex,Y,1717,0,2,0,7,1,3,Y,169,39,0,NA,WD,NridgHt,NA,Gd,AllPub,255500
83,9849,Pave,NaN,Reg,Norm,Norm,7,Hip,CompShg,0,Gd,Av,1689,Ex,Y,1689,0,2,0,7,0,3,Y,0,56,0,NA,New,Somerst,NA,Gd,AllPub,248328
71,7795,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,No,716,Ex,Y,1432,1,2,1,6,1,2,Y,100,51,0,NA,WD,Gilbert,NA,Gd,AllPub,188500
74,11988,Pave,NaN,IR1,Norm,Norm,6,Hip,CompShg,0,TA,No,715,Fa,Y,1660,0,1,1,6,1,1,Y,0,0,0,NA,WD,Crawfor,NA,TA,AllPub,188700
80,9920,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,110,TA,No,1056,TA,Y,1063,1,1,0,6,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,128000
-1,9375,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,149,Gd,No,1284,Ex,Y,2169,0,2,1,7,1,2,Y,192,87,0,NA,WD,CollgCr,NA,Gd,AllPub,228500
